seed,accuracy_test,accuracy_trn,accuracy_cert_pois_robust,accuracy_cert_pois_unrobust,delta,runtime
Seed 0,0.8611111044883728,1.0,0.7722222222222223,0,0.05,20.26
Seed 1,0.8611111044883728,0.9000000357627869,0.6055555555555555,0,0.05,20.09
Seed 2,0.8722222447395325,0.800000011920929,0.6888888888888889,0,0.05,20.3
Seed 3,0.7944444417953491,0.9000000357627869,0.5444444444444444,0,0.05,28.34
Seed 4,0.8277778029441833,0.75,0.6166666666666667,0,0.05,26.58
