seed,accuracy_test,accuracy_trn,accuracy_cert_pois_robust,accuracy_cert_pois_unrobust,delta,runtime
Seed 0,0.9055556058883667,1.0,0.027777777777777776,0,0.15,19.82
Seed 1,0.8111111521720886,0.949999988079071,0.0,0,0.15,19.77
Seed 2,0.7944444417953491,0.9000000357627869,0.0,0,0.15,21.88
Seed 3,0.8277778029441833,1.0,0.05555555555555555,0,0.15,26.44
Seed 4,0.8388888835906982,0.9000000357627869,0.0,0,0.15,26.82
