seed,accuracy_test,accuracy_trn,accuracy_cert_pois_robust,accuracy_cert_pois_unrobust,delta,runtime
Seed 0,0.8611111044883728,1.0,0.0,0,0.3,24.88
Seed 1,0.8611111044883728,0.9000000357627869,0.0,0,0.3,25.32
Seed 2,0.8722222447395325,0.800000011920929,0.0,0,0.3,27.21
Seed 3,0.7944444417953491,0.9000000357627869,0.0,0,0.3,32.17
Seed 4,0.8277778029441833,0.75,0.0,0,0.3,33.75
