seed,accuracy_test,accuracy_trn,accuracy_cert_pois_robust,delta,runtime
Seed 0,0.8388888835906982,1.0,0.8111111111111111,0.1,16.13
Seed 1,0.8333333730697632,0.949999988079071,0.7333333333333333,0.1,17.29
Seed 2,0.8611111044883728,0.9000000357627869,0.7944444444444444,0.1,16.22
Seed 3,0.7833333611488342,0.800000011920929,0.6388888888888888,0.1,15.66
Seed 4,0.8666666746139526,0.800000011920929,0.7555555555555555,0.1,15.78
