seed,accuracy_test,accuracy_trn,accuracy_cert_pois_robust,delta,runtime
Seed 0,0.8833333253860474,1.0,0.5388888888888889,0.2,19.34
Seed 1,0.8555555939674377,0.9000000357627869,0.13333333333333333,0.2,18.89
Seed 2,0.8277778029441833,0.949999988079071,0.2611111111111111,0.2,19.53
Seed 3,0.8833333253860474,1.0,0.5666666666666667,0.2,18.73
Seed 4,0.8555555939674377,0.949999988079071,0.08888888888888889,0.2,18.89
