seed,accuracy_test,accuracy_trn,accuracy_cert_pois_robust,delta,runtime
Seed 0,0.8833333253860474,1.0,0.9277777777777778,0.05,13.74
Seed 1,0.8555555939674377,0.9000000357627869,0.7888888888888889,0.05,14.41
Seed 2,0.8277778029441833,0.949999988079071,0.9,0.05,15.36
Seed 3,0.8833333253860474,1.0,0.8944444444444445,0.05,16.13
Seed 4,0.8555555939674377,0.949999988079071,0.8,0.05,16.54
