seed,accuracy_test,accuracy_trn,accuracy_cert_pois_robust,delta,runtime
Seed 0,0.8833333253860474,1.0,0.0,0.3,20.3
Seed 1,0.8555555939674377,0.9000000357627869,0.0,0.3,20.08
Seed 2,0.8277778029441833,0.949999988079071,0.0,0.3,19.21
Seed 3,0.8833333253860474,1.0,0.09444444444444444,0.3,19.85
Seed 4,0.8555555939674377,0.949999988079071,0.0,0.3,19.68
