seed,accuracy_test,accuracy_trn,accuracy_cert_pois_robust,delta,runtime
Seed 0,0.8388888835906982,1.0,0.6833333333333333,0.15,16.37
Seed 1,0.8333333730697632,0.949999988079071,0.6,0.15,16.22
Seed 2,0.8611111044883728,0.9000000357627869,0.5888888888888889,0.15,18.15
Seed 3,0.7833333611488342,0.800000011920929,0.2833333333333333,0.15,17.88
Seed 4,0.8666666746139526,0.800000011920929,0.5777777777777777,0.15,18.44
