seed,accuracy_test,accuracy_trn,accuracy_cert_pois_robust,delta,runtime
Seed 0,0.8833333253860474,1.0,0.7277777777777777,0.15,18.46
Seed 1,0.8555555939674377,0.9000000357627869,0.40555555555555556,0.15,18.13
Seed 2,0.8277778029441833,0.949999988079071,0.5777777777777777,0.15,18.46
Seed 3,0.8833333253860474,1.0,0.6555555555555556,0.15,18.77
Seed 4,0.8555555939674377,0.949999988079071,0.28888888888888886,0.15,18.94
