seed,accuracy_test,accuracy_trn,accuracy_cert_pois_robust,delta,runtime
Seed 0,0.8388888835906982,1.0,1.0,0.0,9.21
Seed 1,0.8333333730697632,0.949999988079071,1.0,0.0,9.53
Seed 2,0.8611111044883728,0.9000000357627869,1.0,0.0,10.07
Seed 3,0.7833333611488342,0.800000011920929,1.0,0.0,10.9
Seed 4,0.8666666746139526,0.800000011920929,1.0,0.0,11.3
