seed,accuracy_test,accuracy_trn,accuracy_cert_pois_robust,delta,runtime
Seed 0,0.862500011920929,0.9750000238418579,0.8875,,1.1
Seed 1,0.856249988079071,0.824999988079071,0.8,,1.39
Seed 2,0.831250011920929,0.875,0.86875,,1.1
Seed 3,0.875,0.925000011920929,0.9,,2.23
Seed 4,0.8500000238418579,0.9000000357627869,0.7625,,1.68
