seed,accuracy_test,accuracy_trn,accuracy_cert_pois_robust,accuracy_cert_pois_unrobust,delta,runtime
Seed 0,0.8388888835906982,1.0,0.49444444444444446,0,0.3,88.84
Seed 1,0.8388888835906982,0.9000000357627869,0.16666666666666666,0,0.3,18.74
Seed 2,0.8722222447395325,0.8500000238418579,0.17777777777777778,0,0.3,34.09
Seed 3,0.8111111521720886,0.8500000238418579,0.16111111111111112,0,0.3,20.13
Seed 4,0.8611111044883728,0.9000000357627869,0.2666650137681842,0,0.3,63.18
