seed,accuracy_test,accuracy_trn,accuracy_cert_pois_robust,delta,runtime
Seed 0,0.862500011920929,0.9750000238418579,0.71875,,5.79
Seed 1,0.856249988079071,0.824999988079071,0.4625,,2.59
Seed 2,0.831250011920929,0.875,0.675,,5.82
Seed 3,0.875,0.925000011920929,0.74375,,7.44
Seed 4,0.8500000238418579,0.9000000357627869,0.55,,7.48
