seed,accuracy_test,accuracy_trn,accuracy_cert_pois_robust,delta,runtime
Seed 0,0.862500011920929,0.9750000238418579,0.48125,,21.72
Seed 1,0.856249988079071,0.824999988079071,0.4125,,10513.53
Seed 2,0.831250011920929,0.875,0.4125,,55.92
Seed 3,0.875,0.925000011920929,0.41875,,21.12
Seed 4,0.8500000238418579,0.9000000357627869,0.46875,,9222.76
