seed,accuracy_test,accuracy_trn,accuracy_cert_pois_robust,accuracy_cert_pois_unrobust,delta,runtime
Seed 0,0.8388888835906982,1.0,0.5722222222222222,0,0.15,2.31
Seed 1,0.8388888835906982,0.9000000357627869,0.4222222222222222,0,0.15,1.45
Seed 2,0.8722222447395325,0.8500000238418579,0.4722222222222222,0,0.15,2.81
Seed 3,0.8111111521720886,0.8500000238418579,0.4111111111111111,0,0.15,3.22
Seed 4,0.8611111044883728,0.9000000357627869,0.4888888888888889,0,0.15,4.63
