seed,accuracy_test,accuracy_trn,accuracy_cert_pois_robust,accuracy_cert_pois_unrobust,delta,runtime
Seed 0,0.8388888835906982,1.0,1.0,0,0.0,0.46
Seed 1,0.8388888835906982,0.9000000357627869,1.0,0,0.0,0.12
Seed 2,0.8722222447395325,0.8500000238418579,1.0,0,0.0,0.13
Seed 3,0.8111111521720886,0.8500000238418579,1.0,0,0.0,0.13
Seed 4,0.8611111044883728,0.9000000357627869,1.0,0,0.0,0.24
