seed,accuracy_test,accuracy_trn,accuracy_cert_pois_robust,delta,runtime
Seed 0,0.8666666746139526,1.0,0.027777777777777776,0.15,13.15
Seed 1,0.8388888835906982,0.9000000357627869,0.0,0.15,13.15
Seed 2,0.7833333611488342,0.800000011920929,0.0,0.15,13.76
Seed 3,0.8833333253860474,1.0,0.05555555555555555,0.15,17.71
Seed 4,0.8444444537162781,0.949999988079071,0.0,0.15,18.03
