node,samplewise_robust,collective_robust,feature_norm,accuracy_samplewise,accuracy_collective,avg_test_degree,test_feature_dim,test_ntk_rank,n_test_nodes,n_test_edges
28,True,1.0,1.9689556665002026,1.0,1.0,3.5555555555555554,7,20,180,320
29,True,1.0,1.9793894518388728,1.0,1.0,3.5555555555555554,7,20,180,320
30,True,1.0,2.552193760760556,1.0,1.0,3.5555555555555554,7,20,180,320
31,True,1.0,2.420097905237544,1.0,1.0,3.5555555555555554,7,20,180,320
32,True,1.0,1.8953963656980677,1.0,1.0,3.5555555555555554,7,20,180,320
33,True,1.0,1.82769657283461,1.0,1.0,3.5555555555555554,7,20,180,320
34,True,1.0,2.9279193444909604,1.0,1.0,3.5555555555555554,7,20,180,320
35,True,1.0,2.5724400087261263,1.0,1.0,3.5555555555555554,7,20,180,320
36,True,1.0,2.3685206111056303,1.0,1.0,3.5555555555555554,7,20,180,320
37,True,1.0,2.4362800325647447,1.0,1.0,3.5555555555555554,7,20,180,320
38,True,1.0,2.3460458516804414,1.0,1.0,3.5555555555555554,7,20,180,320
39,True,1.0,2.5611891990281275,1.0,1.0,3.5555555555555554,7,20,180,320
40,True,1.0,3.071052266879446,1.0,1.0,3.5555555555555554,7,20,180,320
41,True,1.0,3.213511906042745,1.0,1.0,3.5555555555555554,7,20,180,320
42,True,1.0,3.9812855404709038,1.0,1.0,3.5555555555555554,7,20,180,320
43,True,1.0,2.3554649694771492,1.0,1.0,3.5555555555555554,7,20,180,320
44,True,1.0,1.8917225437282619,1.0,1.0,3.5555555555555554,7,20,180,320
45,True,1.0,2.3992845491819534,1.0,1.0,3.5555555555555554,7,20,180,320
46,True,1.0,2.8707663509228762,1.0,1.0,3.5555555555555554,7,20,180,320
47,True,1.0,2.231928667957145,1.0,1.0,3.5555555555555554,7,20,180,320
48,True,1.0,4.127302194197598,1.0,1.0,3.5555555555555554,7,20,180,320
49,True,1.0,3.2675904231261406,1.0,1.0,3.5555555555555554,7,20,180,320
50,True,1.0,2.658725114491741,1.0,1.0,3.5555555555555554,7,20,180,320
51,True,1.0,1.7260132052122497,1.0,1.0,3.5555555555555554,7,20,180,320
52,True,1.0,4.268583663668342,1.0,1.0,3.5555555555555554,7,20,180,320
53,True,1.0,1.0016656531700086,1.0,1.0,3.5555555555555554,7,20,180,320
54,True,1.0,2.3287103899401065,1.0,1.0,3.5555555555555554,7,20,180,320
55,True,1.0,4.034783522695922,1.0,1.0,3.5555555555555554,7,20,180,320
56,True,1.0,2.5831770294455105,1.0,1.0,3.5555555555555554,7,20,180,320
57,True,1.0,2.4774541081401784,1.0,1.0,3.5555555555555554,7,20,180,320
58,True,1.0,2.313295950052395,1.0,1.0,3.5555555555555554,7,20,180,320
59,True,1.0,2.295595850246155,1.0,1.0,3.5555555555555554,7,20,180,320
60,True,1.0,2.5600752756356173,1.0,1.0,3.5555555555555554,7,20,180,320
61,True,1.0,1.8275941615207703,1.0,1.0,3.5555555555555554,7,20,180,320
62,True,1.0,3.4332382964345998,1.0,1.0,3.5555555555555554,7,20,180,320
63,True,1.0,2.3794167630230527,1.0,1.0,3.5555555555555554,7,20,180,320
64,True,1.0,3.121409658201992,1.0,1.0,3.5555555555555554,7,20,180,320
65,True,1.0,3.2168928316292593,1.0,1.0,3.5555555555555554,7,20,180,320
66,True,1.0,2.1973304469219492,1.0,1.0,3.5555555555555554,7,20,180,320
67,True,1.0,2.4639984313810017,1.0,1.0,3.5555555555555554,7,20,180,320
68,True,1.0,3.127442783528265,1.0,1.0,3.5555555555555554,7,20,180,320
69,True,1.0,2.520214757764623,1.0,1.0,3.5555555555555554,7,20,180,320
70,True,1.0,4.177321450243284,1.0,1.0,3.5555555555555554,7,20,180,320
71,True,1.0,3.358265950377481,1.0,1.0,3.5555555555555554,7,20,180,320
72,True,1.0,2.2375571620928674,1.0,1.0,3.5555555555555554,7,20,180,320
73,True,1.0,3.460160616593726,1.0,1.0,3.5555555555555554,7,20,180,320
74,True,1.0,2.1418651906180894,1.0,1.0,3.5555555555555554,7,20,180,320
75,True,1.0,3.3217986964074586,1.0,1.0,3.5555555555555554,7,20,180,320
76,True,1.0,3.263895110502975,1.0,1.0,3.5555555555555554,7,20,180,320
77,True,1.0,4.452239005771589,1.0,1.0,3.5555555555555554,7,20,180,320
78,True,1.0,2.6677409311785096,1.0,1.0,3.5555555555555554,7,20,180,320
79,True,1.0,3.2219326374246084,1.0,1.0,3.5555555555555554,7,20,180,320
80,True,1.0,2.2860959849809035,1.0,1.0,3.5555555555555554,7,20,180,320
81,True,1.0,3.627375847076897,1.0,1.0,3.5555555555555554,7,20,180,320
82,True,1.0,3.732765964648568,1.0,1.0,3.5555555555555554,7,20,180,320
83,True,1.0,2.13591442258044,1.0,1.0,3.5555555555555554,7,20,180,320
84,True,1.0,2.2006414261955154,1.0,1.0,3.5555555555555554,7,20,180,320
85,True,1.0,2.547382510285592,1.0,1.0,3.5555555555555554,7,20,180,320
86,True,1.0,4.1392209325261815,1.0,1.0,3.5555555555555554,7,20,180,320
87,True,1.0,2.9677163544210967,1.0,1.0,3.5555555555555554,7,20,180,320
88,True,1.0,2.504461957926711,1.0,1.0,3.5555555555555554,7,20,180,320
89,True,1.0,2.4522628161956828,1.0,1.0,3.5555555555555554,7,20,180,320
90,True,1.0,4.195022962257196,1.0,1.0,3.5555555555555554,7,20,180,320
91,True,1.0,2.885715472073896,1.0,1.0,3.5555555555555554,7,20,180,320
92,True,1.0,1.80691662487882,1.0,1.0,3.5555555555555554,7,20,180,320
93,True,1.0,2.7911215008512253,1.0,1.0,3.5555555555555554,7,20,180,320
94,True,1.0,2.30437132716651,1.0,1.0,3.5555555555555554,7,20,180,320
95,True,1.0,2.671451723103568,1.0,1.0,3.5555555555555554,7,20,180,320
96,True,1.0,2.285040033177485,1.0,1.0,3.5555555555555554,7,20,180,320
97,True,1.0,3.058171376687398,1.0,1.0,3.5555555555555554,7,20,180,320
98,True,1.0,2.1130284284975844,1.0,1.0,3.5555555555555554,7,20,180,320
99,True,1.0,1.737666690831971,1.0,1.0,3.5555555555555554,7,20,180,320
100,True,1.0,2.5936747610377875,1.0,1.0,3.5555555555555554,7,20,180,320
101,True,1.0,2.559287655139896,1.0,1.0,3.5555555555555554,7,20,180,320
102,True,1.0,2.404757430879313,1.0,1.0,3.5555555555555554,7,20,180,320
103,True,1.0,2.5504241762559445,1.0,1.0,3.5555555555555554,7,20,180,320
104,True,1.0,3.9730749241939134,1.0,1.0,3.5555555555555554,7,20,180,320
105,True,1.0,2.1786037946921666,1.0,1.0,3.5555555555555554,7,20,180,320
106,True,1.0,3.2144862327052905,1.0,1.0,3.5555555555555554,7,20,180,320
107,True,1.0,2.495667940882173,1.0,1.0,3.5555555555555554,7,20,180,320
108,True,1.0,0.9056778824349189,1.0,1.0,3.5555555555555554,7,20,180,320
109,True,1.0,2.3318676916898182,1.0,1.0,3.5555555555555554,7,20,180,320
110,True,1.0,3.4565205708908313,1.0,1.0,3.5555555555555554,7,20,180,320
111,True,1.0,1.786419313892141,1.0,1.0,3.5555555555555554,7,20,180,320
112,True,1.0,2.944004637762688,1.0,1.0,3.5555555555555554,7,20,180,320
113,True,1.0,2.3544316086744583,1.0,1.0,3.5555555555555554,7,20,180,320
114,True,1.0,4.196068969793897,1.0,1.0,3.5555555555555554,7,20,180,320
115,True,1.0,1.27340283409394,1.0,1.0,3.5555555555555554,7,20,180,320
116,True,1.0,1.7662635856123354,1.0,1.0,3.5555555555555554,7,20,180,320
117,True,1.0,2.7774307884502853,1.0,1.0,3.5555555555555554,7,20,180,320
118,True,1.0,3.1361975310415438,1.0,1.0,3.5555555555555554,7,20,180,320
119,True,1.0,3.643856400913049,1.0,1.0,3.5555555555555554,7,20,180,320
120,True,1.0,1.5434553285615917,1.0,1.0,3.5555555555555554,7,20,180,320
121,True,1.0,2.4501167912519737,1.0,1.0,3.5555555555555554,7,20,180,320
122,True,1.0,1.1152794830653185,1.0,1.0,3.5555555555555554,7,20,180,320
123,True,1.0,2.922833323720246,1.0,1.0,3.5555555555555554,7,20,180,320
124,True,1.0,2.9284149087525906,1.0,1.0,3.5555555555555554,7,20,180,320
125,True,1.0,2.1036339078961963,1.0,1.0,3.5555555555555554,7,20,180,320
126,True,1.0,1.7611749321146362,1.0,1.0,3.5555555555555554,7,20,180,320
127,True,1.0,1.974273290821675,1.0,1.0,3.5555555555555554,7,20,180,320
128,True,1.0,2.526859562117705,1.0,1.0,3.5555555555555554,7,20,180,320
129,True,1.0,3.5459751707016376,1.0,1.0,3.5555555555555554,7,20,180,320
130,True,1.0,2.7385996409076188,1.0,1.0,3.5555555555555554,7,20,180,320
131,True,1.0,2.4087529752144854,1.0,1.0,3.5555555555555554,7,20,180,320
132,True,1.0,1.7755019930444187,1.0,1.0,3.5555555555555554,7,20,180,320
133,True,1.0,3.100649636425306,1.0,1.0,3.5555555555555554,7,20,180,320
134,True,1.0,3.357932628010755,1.0,1.0,3.5555555555555554,7,20,180,320
135,True,1.0,4.538122293160797,1.0,1.0,3.5555555555555554,7,20,180,320
136,True,1.0,1.90842571298824,1.0,1.0,3.5555555555555554,7,20,180,320
137,True,1.0,3.238046297866622,1.0,1.0,3.5555555555555554,7,20,180,320
138,True,1.0,1.6432841990259348,1.0,1.0,3.5555555555555554,7,20,180,320
139,True,1.0,3.3483305323385006,1.0,1.0,3.5555555555555554,7,20,180,320
140,True,1.0,2.5091741962555694,1.0,1.0,3.5555555555555554,7,20,180,320
141,True,1.0,2.48710171089706,1.0,1.0,3.5555555555555554,7,20,180,320
142,True,1.0,3.208009993289317,1.0,1.0,3.5555555555555554,7,20,180,320
143,True,1.0,1.9637785034052877,1.0,1.0,3.5555555555555554,7,20,180,320
144,True,1.0,1.5679207752621234,1.0,1.0,3.5555555555555554,7,20,180,320
145,True,1.0,1.840132369845084,1.0,1.0,3.5555555555555554,7,20,180,320
146,True,1.0,2.4576134106001204,1.0,1.0,3.5555555555555554,7,20,180,320
147,True,1.0,4.3103208718772015,1.0,1.0,3.5555555555555554,7,20,180,320
148,True,1.0,2.5568778517179402,1.0,1.0,3.5555555555555554,7,20,180,320
149,True,1.0,1.862550393377405,1.0,1.0,3.5555555555555554,7,20,180,320
150,True,1.0,3.102654170729167,1.0,1.0,3.5555555555555554,7,20,180,320
151,True,1.0,2.286349094469708,1.0,1.0,3.5555555555555554,7,20,180,320
152,True,1.0,2.536030684621115,1.0,1.0,3.5555555555555554,7,20,180,320
153,True,1.0,3.3511439283295066,1.0,1.0,3.5555555555555554,7,20,180,320
154,True,1.0,3.229722168686511,1.0,1.0,3.5555555555555554,7,20,180,320
155,True,1.0,2.678642781446373,1.0,1.0,3.5555555555555554,7,20,180,320
156,True,1.0,1.639508419053903,1.0,1.0,3.5555555555555554,7,20,180,320
157,True,1.0,1.449016505646214,1.0,1.0,3.5555555555555554,7,20,180,320
158,True,1.0,2.6400908413132025,1.0,1.0,3.5555555555555554,7,20,180,320
159,True,1.0,2.1583465736322296,1.0,1.0,3.5555555555555554,7,20,180,320
160,True,1.0,1.7744499755388894,1.0,1.0,3.5555555555555554,7,20,180,320
161,True,1.0,2.436614574801377,1.0,1.0,3.5555555555555554,7,20,180,320
162,True,1.0,2.927292011183256,1.0,1.0,3.5555555555555554,7,20,180,320
163,True,1.0,2.2179007268708104,1.0,1.0,3.5555555555555554,7,20,180,320
164,True,1.0,1.4712600605832387,1.0,1.0,3.5555555555555554,7,20,180,320
165,True,1.0,3.9041159967701113,1.0,1.0,3.5555555555555554,7,20,180,320
166,True,1.0,2.091161397582644,1.0,1.0,3.5555555555555554,7,20,180,320
167,True,1.0,1.9313742405660457,1.0,1.0,3.5555555555555554,7,20,180,320
168,True,1.0,2.449799978003668,1.0,1.0,3.5555555555555554,7,20,180,320
169,True,1.0,1.208868807710243,1.0,1.0,3.5555555555555554,7,20,180,320
170,True,1.0,2.755224441815646,1.0,1.0,3.5555555555555554,7,20,180,320
171,True,1.0,3.342575135289857,1.0,1.0,3.5555555555555554,7,20,180,320
172,True,1.0,1.2427496418295765,1.0,1.0,3.5555555555555554,7,20,180,320
173,True,1.0,1.9476970797946853,1.0,1.0,3.5555555555555554,7,20,180,320
174,True,1.0,2.210779958063533,1.0,1.0,3.5555555555555554,7,20,180,320
175,True,1.0,3.9934146044893932,1.0,1.0,3.5555555555555554,7,20,180,320
176,True,1.0,2.5224105878251457,1.0,1.0,3.5555555555555554,7,20,180,320
177,True,1.0,2.327231853795811,1.0,1.0,3.5555555555555554,7,20,180,320
178,True,1.0,1.6194507928683064,1.0,1.0,3.5555555555555554,7,20,180,320
179,True,1.0,2.0358610523943534,1.0,1.0,3.5555555555555554,7,20,180,320
