node,samplewise_robust,collective_robust,feature_norm,accuracy_samplewise,accuracy_collective,avg_test_degree,test_feature_dim,test_ntk_rank,n_test_nodes,n_test_edges
150,True,1.0,3.102654170729167,0.7444444444444445,0.8944444444444445,3.5555555555555554,7,20,180,320
151,False,0.0,2.286349094469708,0.7444444444444445,0.8944444444444445,3.5555555555555554,7,20,180,320
152,True,1.0,2.536030684621115,0.7444444444444445,0.8944444444444445,3.5555555555555554,7,20,180,320
153,True,1.0,3.3511439283295066,0.7444444444444445,0.8944444444444445,3.5555555555555554,7,20,180,320
154,False,1.0,3.229722168686511,0.7444444444444445,0.8944444444444445,3.5555555555555554,7,20,180,320
155,True,1.0,2.678642781446373,0.7444444444444445,0.8944444444444445,3.5555555555555554,7,20,180,320
156,False,0.0,1.639508419053903,0.7444444444444445,0.8944444444444445,3.5555555555555554,7,20,180,320
157,True,1.0,1.449016505646214,0.7444444444444445,0.8944444444444445,3.5555555555555554,7,20,180,320
158,False,1.0,2.6400908413132025,0.7444444444444445,0.8944444444444445,3.5555555555555554,7,20,180,320
159,True,1.0,2.1583465736322296,0.7444444444444445,0.8944444444444445,3.5555555555555554,7,20,180,320
160,True,1.0,1.7744499755388894,0.7444444444444445,0.8944444444444445,3.5555555555555554,7,20,180,320
161,True,1.0,2.436614574801377,0.7444444444444445,0.8944444444444445,3.5555555555555554,7,20,180,320
162,True,1.0,2.927292011183256,0.7444444444444445,0.8944444444444445,3.5555555555555554,7,20,180,320
163,True,1.0,2.2179007268708104,0.7444444444444445,0.8944444444444445,3.5555555555555554,7,20,180,320
164,True,1.0,1.4712600605832387,0.7444444444444445,0.8944444444444445,3.5555555555555554,7,20,180,320
165,True,1.0,3.9041159967701113,0.7444444444444445,0.8944444444444445,3.5555555555555554,7,20,180,320
166,True,1.0,2.091161397582644,0.7444444444444445,0.8944444444444445,3.5555555555555554,7,20,180,320
167,False,1.0,1.9313742405660457,0.7444444444444445,0.8944444444444445,3.5555555555555554,7,20,180,320
168,True,1.0,2.449799978003668,0.7444444444444445,0.8944444444444445,3.5555555555555554,7,20,180,320
169,True,1.0,1.208868807710243,0.7444444444444445,0.8944444444444445,3.5555555555555554,7,20,180,320
170,True,1.0,2.755224441815646,0.7444444444444445,0.8944444444444445,3.5555555555555554,7,20,180,320
171,True,1.0,3.342575135289857,0.7444444444444445,0.8944444444444445,3.5555555555555554,7,20,180,320
172,False,0.0,1.2427496418295765,0.7444444444444445,0.8944444444444445,3.5555555555555554,7,20,180,320
173,False,0.0,1.9476970797946853,0.7444444444444445,0.8944444444444445,3.5555555555555554,7,20,180,320
174,True,1.0,2.210779958063533,0.7444444444444445,0.8944444444444445,3.5555555555555554,7,20,180,320
175,True,1.0,3.9934146044893932,0.7444444444444445,0.8944444444444445,3.5555555555555554,7,20,180,320
176,False,1.0,2.5224105878251457,0.7444444444444445,0.8944444444444445,3.5555555555555554,7,20,180,320
177,False,0.0,2.327231853795811,0.7444444444444445,0.8944444444444445,3.5555555555555554,7,20,180,320
178,False,0.0,1.6194507928683064,0.7444444444444445,0.8944444444444445,3.5555555555555554,7,20,180,320
179,False,1.0,2.0358610523943534,0.7444444444444445,0.8944444444444445,3.5555555555555554,7,20,180,320
