node,samplewise_robust,collective_robust,feature_norm,accuracy_samplewise,accuracy_collective,avg_test_degree,test_feature_dim,test_ntk_rank,n_test_nodes,n_test_edges
26,False,1.0,1.3894683106578025,0.0,0.5,3.5555555555555554,7,20,180,320
27,False,0.0,2.3610506999498773,0.0,0.5,3.5555555555555554,7,20,180,320
28,False,1.0,1.9689556665002026,0.0,0.5,3.5555555555555554,7,20,180,320
29,False,1.0,1.9793894518388728,0.0,0.5,3.5555555555555554,7,20,180,320
30,False,1.0,2.552193760760556,0.0,0.5,3.5555555555555554,7,20,180,320
31,False,1.0,2.420097905237544,0.0,0.5,3.5555555555555554,7,20,180,320
32,False,1.0,1.8953963656980677,0.0,0.5,3.5555555555555554,7,20,180,320
33,False,1.0,1.82769657283461,0.0,0.5,3.5555555555555554,7,20,180,320
34,False,1.0,2.9279193444909604,0.0,0.5,3.5555555555555554,7,20,180,320
35,False,1.0,2.5724400087261263,0.0,0.5,3.5555555555555554,7,20,180,320
36,False,1.0,2.3685206111056303,0.0,0.5,3.5555555555555554,7,20,180,320
37,False,1.0,2.4362800325647447,0.0,0.5,3.5555555555555554,7,20,180,320
38,False,0.0,2.3460458516804414,0.0,0.5,3.5555555555555554,7,20,180,320
39,False,1.0,2.5611891990281275,0.0,0.5,3.5555555555555554,7,20,180,320
40,False,1.0,3.071052266879446,0.0,0.5,3.5555555555555554,7,20,180,320
41,False,0.0,3.213511906042745,0.0,0.5,3.5555555555555554,7,20,180,320
42,False,1.0,3.9812855404709038,0.0,0.5,3.5555555555555554,7,20,180,320
43,False,1.0,2.3554649694771492,0.0,0.5,3.5555555555555554,7,20,180,320
44,False,1.0,1.8917225437282619,0.0,0.5,3.5555555555555554,7,20,180,320
45,False,0.0,2.3992845491819534,0.0,0.5,3.5555555555555554,7,20,180,320
46,False,1.0,2.8707663509228762,0.0,0.5,3.5555555555555554,7,20,180,320
47,False,1.0,2.231928667957145,0.0,0.5,3.5555555555555554,7,20,180,320
48,False,1.0,4.127302194197598,0.0,0.5,3.5555555555555554,7,20,180,320
49,False,1.0,3.2675904231261406,0.0,0.5,3.5555555555555554,7,20,180,320
50,False,1.0,2.658725114491741,0.0,0.5,3.5555555555555554,7,20,180,320
51,False,1.0,1.7260132052122497,0.0,0.5,3.5555555555555554,7,20,180,320
52,False,0.0,4.268583663668342,0.0,0.5,3.5555555555555554,7,20,180,320
53,False,0.0,1.0016656531700086,0.0,0.5,3.5555555555555554,7,20,180,320
54,False,1.0,2.3287103899401065,0.0,0.5,3.5555555555555554,7,20,180,320
55,False,1.0,4.034783522695922,0.0,0.5,3.5555555555555554,7,20,180,320
56,False,0.0,2.5831770294455105,0.0,0.5,3.5555555555555554,7,20,180,320
57,False,1.0,2.4774541081401784,0.0,0.5,3.5555555555555554,7,20,180,320
58,False,1.0,2.313295950052395,0.0,0.5,3.5555555555555554,7,20,180,320
59,False,1.0,2.295595850246155,0.0,0.5,3.5555555555555554,7,20,180,320
60,False,1.0,2.5600752756356173,0.0,0.5,3.5555555555555554,7,20,180,320
61,False,0.0,1.8275941615207703,0.0,0.5,3.5555555555555554,7,20,180,320
62,False,1.0,3.4332382964345998,0.0,0.5,3.5555555555555554,7,20,180,320
63,False,1.0,2.3794167630230527,0.0,0.5,3.5555555555555554,7,20,180,320
64,False,1.0,3.121409658201992,0.0,0.5,3.5555555555555554,7,20,180,320
65,False,1.0,3.2168928316292593,0.0,0.5,3.5555555555555554,7,20,180,320
66,False,0.0,2.1973304469219492,0.0,0.5,3.5555555555555554,7,20,180,320
67,False,1.0,2.4639984313810017,0.0,0.5,3.5555555555555554,7,20,180,320
68,False,1.0,3.127442783528265,0.0,0.5,3.5555555555555554,7,20,180,320
69,False,1.0,2.520214757764623,0.0,0.5,3.5555555555555554,7,20,180,320
70,False,1.0,4.177321450243284,0.0,0.5,3.5555555555555554,7,20,180,320
71,False,0.0,3.358265950377481,0.0,0.5,3.5555555555555554,7,20,180,320
72,False,1.0,2.2375571620928674,0.0,0.5,3.5555555555555554,7,20,180,320
73,False,1.0,3.460160616593726,0.0,0.5,3.5555555555555554,7,20,180,320
74,False,1.0,2.1418651906180894,0.0,0.5,3.5555555555555554,7,20,180,320
75,False,1.0,3.3217986964074586,0.0,0.5,3.5555555555555554,7,20,180,320
76,False,1.0,3.263895110502975,0.0,0.5,3.5555555555555554,7,20,180,320
77,False,1.0,4.452239005771589,0.0,0.5,3.5555555555555554,7,20,180,320
78,False,1.0,2.6677409311785096,0.0,0.5,3.5555555555555554,7,20,180,320
79,False,1.0,3.2219326374246084,0.0,0.5,3.5555555555555554,7,20,180,320
80,False,1.0,2.2860959849809035,0.0,0.5,3.5555555555555554,7,20,180,320
81,False,1.0,3.627375847076897,0.0,0.5,3.5555555555555554,7,20,180,320
82,False,1.0,3.732765964648568,0.0,0.5,3.5555555555555554,7,20,180,320
83,False,1.0,2.13591442258044,0.0,0.5,3.5555555555555554,7,20,180,320
84,False,1.0,2.2006414261955154,0.0,0.5,3.5555555555555554,7,20,180,320
85,False,1.0,2.547382510285592,0.0,0.5,3.5555555555555554,7,20,180,320
86,False,1.0,4.1392209325261815,0.0,0.5,3.5555555555555554,7,20,180,320
87,False,1.0,2.9677163544210967,0.0,0.5,3.5555555555555554,7,20,180,320
88,False,1.0,2.504461957926711,0.0,0.5,3.5555555555555554,7,20,180,320
89,False,1.0,2.4522628161956828,0.0,0.5,3.5555555555555554,7,20,180,320
90,False,0.0,4.195022962257196,0.0,0.5,3.5555555555555554,7,20,180,320
91,False,0.0,2.885715472073896,0.0,0.5,3.5555555555555554,7,20,180,320
92,False,0.0,1.80691662487882,0.0,0.5,3.5555555555555554,7,20,180,320
93,False,0.0,2.7911215008512253,0.0,0.5,3.5555555555555554,7,20,180,320
94,False,0.0,2.30437132716651,0.0,0.5,3.5555555555555554,7,20,180,320
95,False,0.0,2.671451723103568,0.0,0.5,3.5555555555555554,7,20,180,320
96,False,1.0,2.285040033177485,0.0,0.5,3.5555555555555554,7,20,180,320
97,False,0.0,3.058171376687398,0.0,0.5,3.5555555555555554,7,20,180,320
98,False,0.0,2.1130284284975844,0.0,0.5,3.5555555555555554,7,20,180,320
99,False,0.0,1.737666690831971,0.0,0.5,3.5555555555555554,7,20,180,320
100,False,0.0,2.5936747610377875,0.0,0.5,3.5555555555555554,7,20,180,320
101,False,0.0,2.559287655139896,0.0,0.5,3.5555555555555554,7,20,180,320
102,False,0.0,2.404757430879313,0.0,0.5,3.5555555555555554,7,20,180,320
103,False,0.0,2.5504241762559445,0.0,0.5,3.5555555555555554,7,20,180,320
104,False,1.0,3.9730749241939134,0.0,0.5,3.5555555555555554,7,20,180,320
105,False,0.0,2.1786037946921666,0.0,0.5,3.5555555555555554,7,20,180,320
106,False,0.0,3.2144862327052905,0.0,0.5,3.5555555555555554,7,20,180,320
107,False,0.0,2.495667940882173,0.0,0.5,3.5555555555555554,7,20,180,320
108,False,1.0,0.9056778824349189,0.0,0.5,3.5555555555555554,7,20,180,320
109,False,0.0,2.3318676916898182,0.0,0.5,3.5555555555555554,7,20,180,320
110,False,0.0,3.4565205708908313,0.0,0.5,3.5555555555555554,7,20,180,320
111,False,0.0,1.786419313892141,0.0,0.5,3.5555555555555554,7,20,180,320
112,False,0.0,2.944004637762688,0.0,0.5,3.5555555555555554,7,20,180,320
113,False,0.0,2.3544316086744583,0.0,0.5,3.5555555555555554,7,20,180,320
114,False,0.0,4.196068969793897,0.0,0.5,3.5555555555555554,7,20,180,320
115,False,1.0,1.27340283409394,0.0,0.5,3.5555555555555554,7,20,180,320
116,False,1.0,1.7662635856123354,0.0,0.5,3.5555555555555554,7,20,180,320
117,False,0.0,2.7774307884502853,0.0,0.5,3.5555555555555554,7,20,180,320
118,False,0.0,3.1361975310415438,0.0,0.5,3.5555555555555554,7,20,180,320
119,False,0.0,3.643856400913049,0.0,0.5,3.5555555555555554,7,20,180,320
120,False,0.0,1.5434553285615917,0.0,0.5,3.5555555555555554,7,20,180,320
121,False,0.0,2.4501167912519737,0.0,0.5,3.5555555555555554,7,20,180,320
122,False,0.0,1.1152794830653185,0.0,0.5,3.5555555555555554,7,20,180,320
123,False,0.0,2.922833323720246,0.0,0.5,3.5555555555555554,7,20,180,320
124,False,0.0,2.9284149087525906,0.0,0.5,3.5555555555555554,7,20,180,320
125,False,0.0,2.1036339078961963,0.0,0.5,3.5555555555555554,7,20,180,320
126,False,0.0,1.7611749321146362,0.0,0.5,3.5555555555555554,7,20,180,320
127,False,0.0,1.974273290821675,0.0,0.5,3.5555555555555554,7,20,180,320
128,False,1.0,2.526859562117705,0.0,0.5,3.5555555555555554,7,20,180,320
129,False,0.0,3.5459751707016376,0.0,0.5,3.5555555555555554,7,20,180,320
130,False,0.0,2.7385996409076188,0.0,0.5,3.5555555555555554,7,20,180,320
131,False,0.0,2.4087529752144854,0.0,0.5,3.5555555555555554,7,20,180,320
132,False,0.0,1.7755019930444187,0.0,0.5,3.5555555555555554,7,20,180,320
133,False,0.0,3.100649636425306,0.0,0.5,3.5555555555555554,7,20,180,320
134,False,0.0,3.357932628010755,0.0,0.5,3.5555555555555554,7,20,180,320
135,False,0.0,4.538122293160797,0.0,0.5,3.5555555555555554,7,20,180,320
136,False,0.0,1.90842571298824,0.0,0.5,3.5555555555555554,7,20,180,320
137,False,0.0,3.238046297866622,0.0,0.5,3.5555555555555554,7,20,180,320
138,False,0.0,1.6432841990259348,0.0,0.5,3.5555555555555554,7,20,180,320
139,False,0.0,3.3483305323385006,0.0,0.5,3.5555555555555554,7,20,180,320
140,False,0.0,2.5091741962555694,0.0,0.5,3.5555555555555554,7,20,180,320
141,False,0.0,2.48710171089706,0.0,0.5,3.5555555555555554,7,20,180,320
142,False,0.0,3.208009993289317,0.0,0.5,3.5555555555555554,7,20,180,320
143,False,0.0,1.9637785034052877,0.0,0.5,3.5555555555555554,7,20,180,320
144,False,0.0,1.5679207752621234,0.0,0.5,3.5555555555555554,7,20,180,320
145,False,0.0,1.840132369845084,0.0,0.5,3.5555555555555554,7,20,180,320
146,False,1.0,2.4576134106001204,0.0,0.5,3.5555555555555554,7,20,180,320
147,False,0.0,4.3103208718772015,0.0,0.5,3.5555555555555554,7,20,180,320
148,False,0.0,2.5568778517179402,0.0,0.5,3.5555555555555554,7,20,180,320
149,False,0.0,1.862550393377405,0.0,0.5,3.5555555555555554,7,20,180,320
150,False,0.0,3.102654170729167,0.0,0.5,3.5555555555555554,7,20,180,320
151,False,0.0,2.286349094469708,0.0,0.5,3.5555555555555554,7,20,180,320
152,False,0.0,2.536030684621115,0.0,0.5,3.5555555555555554,7,20,180,320
153,False,1.0,3.3511439283295066,0.0,0.5,3.5555555555555554,7,20,180,320
154,False,1.0,3.229722168686511,0.0,0.5,3.5555555555555554,7,20,180,320
155,False,0.0,2.678642781446373,0.0,0.5,3.5555555555555554,7,20,180,320
156,False,0.0,1.639508419053903,0.0,0.5,3.5555555555555554,7,20,180,320
157,False,0.0,1.449016505646214,0.0,0.5,3.5555555555555554,7,20,180,320
158,False,1.0,2.6400908413132025,0.0,0.5,3.5555555555555554,7,20,180,320
159,False,0.0,2.1583465736322296,0.0,0.5,3.5555555555555554,7,20,180,320
160,False,1.0,1.7744499755388894,0.0,0.5,3.5555555555555554,7,20,180,320
161,False,0.0,2.436614574801377,0.0,0.5,3.5555555555555554,7,20,180,320
162,False,0.0,2.927292011183256,0.0,0.5,3.5555555555555554,7,20,180,320
163,False,0.0,2.2179007268708104,0.0,0.5,3.5555555555555554,7,20,180,320
164,False,0.0,1.4712600605832387,0.0,0.5,3.5555555555555554,7,20,180,320
165,False,0.0,3.9041159967701113,0.0,0.5,3.5555555555555554,7,20,180,320
166,False,0.0,2.091161397582644,0.0,0.5,3.5555555555555554,7,20,180,320
167,False,1.0,1.9313742405660457,0.0,0.5,3.5555555555555554,7,20,180,320
168,False,0.0,2.449799978003668,0.0,0.5,3.5555555555555554,7,20,180,320
169,False,0.0,1.208868807710243,0.0,0.5,3.5555555555555554,7,20,180,320
170,False,1.0,2.755224441815646,0.0,0.5,3.5555555555555554,7,20,180,320
171,False,0.0,3.342575135289857,0.0,0.5,3.5555555555555554,7,20,180,320
172,False,0.0,1.2427496418295765,0.0,0.5,3.5555555555555554,7,20,180,320
173,False,0.0,1.9476970797946853,0.0,0.5,3.5555555555555554,7,20,180,320
174,False,0.0,2.210779958063533,0.0,0.5,3.5555555555555554,7,20,180,320
175,False,0.0,3.9934146044893932,0.0,0.5,3.5555555555555554,7,20,180,320
176,False,0.0,2.5224105878251457,0.0,0.5,3.5555555555555554,7,20,180,320
177,False,0.0,2.327231853795811,0.0,0.5,3.5555555555555554,7,20,180,320
178,False,0.0,1.6194507928683064,0.0,0.5,3.5555555555555554,7,20,180,320
179,False,1.0,2.0358610523943534,0.0,0.5,3.5555555555555554,7,20,180,320
