seed,accuracy_test,accuracy_trn,accuracy_cert_pois_robust,accuracy_cert_pois_unrobust,delta,runtime
Seed 0,0.90625,0.949999988079071,1.0,0,0.0,0.83
Seed 1,0.84375,0.800000011920929,1.0,0,0.0,0.6
Seed 2,0.824999988079071,0.9000000357627869,1.0,0,0.0,0.58
Seed 3,0.8375000357627869,0.9000000357627869,1.0,0,0.0,0.42
Seed 4,0.8375000357627869,0.8500000238418579,1.0,0,0.0,0.59
