seed,accuracy_test,accuracy_trn,accuracy_cert_pois_robust,accuracy_cert_pois_unrobust,delta,runtime
Seed 0,0.8611111044883728,1.0,0.4777777777777778,0,0.25,105.51
Seed 1,0.8611111044883728,0.9000000357627869,0.37222222222222223,0,0.25,31.12
Seed 2,0.8722222447395325,0.800000011920929,0.46111111111111114,0,0.25,53.24
Seed 3,0.7944444417953491,0.9000000357627869,0.3111111111111111,0,0.25,35.39
Seed 4,0.8277778029441833,0.75,0.31666666666666665,0,0.25,12.33
