seed,accuracy_test,accuracy_trn,accuracy_cert_pois_robust,accuracy_cert_pois_unrobust,delta,runtime
Seed 0,0.8611111044883728,1.0,0.8055555555555556,0,0.1,2.26
Seed 1,0.8611111044883728,0.9000000357627869,0.6055555555555555,0,0.1,1.65
Seed 2,0.8722222447395325,0.800000011920929,0.6833333333333333,0,0.1,1.78
Seed 3,0.7944444417953491,0.9000000357627869,0.38333333333333336,0,0.1,0.64
Seed 4,0.8277778029441833,0.75,0.5333333333333333,0,0.1,1.17
