seed,accuracy_test,accuracy_trn,accuracy_cert_pois_robust,accuracy_cert_pois_unrobust,delta,runtime
Seed 0,0.8611111044883728,1.0,1.0,0,0.0,0.51
Seed 1,0.8611111044883728,0.9000000357627869,1.0,0,0.0,0.12
Seed 2,0.8722222447395325,0.800000011920929,1.0,0,0.0,0.13
Seed 3,0.7944444417953491,0.9000000357627869,1.0,0,0.0,0.12
Seed 4,0.8277778029441833,0.75,1.0,0,0.0,0.32
