seed,accuracy_test,accuracy_trn,accuracy_cert_pois_robust,accuracy_cert_pois_unrobust,delta,runtime
Seed 0,0.8611111044883728,1.0,0.8944444444444442,0,0.05,0.24
Seed 1,0.8611111044883728,0.9000000357627869,0.8444444444444438,0,0.05,0.24
Seed 2,0.8722222447395325,0.800000011920929,0.8833333333333327,0,0.05,0.25
Seed 3,0.7944444417953491,0.9000000357627869,0.7999999999999989,0,0.05,0.25
Seed 4,0.8277778029441833,0.75,0.8388888888888885,0,0.05,0.39
