seed,accuracy_test,accuracy_trn,accuracy_cert_pois_robust,accuracy_cert_pois_unrobust,delta,runtime
Seed 0,0.8666666746139526,1.0,0.0,0,0.25,17.78
Seed 1,0.8388888835906982,0.9000000357627869,0.0,0,0.25,17.96
Seed 2,0.7833333611488342,0.800000011920929,0.0,0,0.25,22.74
Seed 3,0.8833333253860474,1.0,0.0,0,0.25,25.18
Seed 4,0.8444444537162781,0.949999988079071,0.0,0,0.25,23.15
