node,samplewise_robust,collective_robust,feature_norm,accuracy_samplewise,accuracy_collective,avg_test_degree,test_feature_dim,test_ntk_rank,n_test_nodes,n_test_edges
31,True,1.0,3.688260727619761,1.0,1.0,3.175,7,40,160,254
32,True,1.0,2.369302759530624,1.0,1.0,3.175,7,40,160,254
33,True,1.0,3.3206053376886575,1.0,1.0,3.175,7,40,160,254
34,True,1.0,2.5727234551686795,1.0,1.0,3.175,7,40,160,254
35,True,1.0,3.160083811561702,1.0,1.0,3.175,7,40,160,254
36,True,1.0,1.1743145134513797,1.0,1.0,3.175,7,40,160,254
37,True,1.0,2.268711979594079,1.0,1.0,3.175,7,40,160,254
38,True,1.0,1.026311791023644,1.0,1.0,3.175,7,40,160,254
39,True,1.0,3.316038648949862,1.0,1.0,3.175,7,40,160,254
40,True,1.0,2.9569363904306556,1.0,1.0,3.175,7,40,160,254
41,True,1.0,2.669803970697703,1.0,1.0,3.175,7,40,160,254
42,True,1.0,2.3996188907700606,1.0,1.0,3.175,7,40,160,254
43,True,1.0,3.990764370343552,1.0,1.0,3.175,7,40,160,254
44,True,1.0,2.485961467775666,1.0,1.0,3.175,7,40,160,254
45,True,1.0,3.573608654593614,1.0,1.0,3.175,7,40,160,254
46,True,1.0,1.9584102582646468,1.0,1.0,3.175,7,40,160,254
47,True,1.0,3.5337551451826603,1.0,1.0,3.175,7,40,160,254
48,True,1.0,2.888310738018911,1.0,1.0,3.175,7,40,160,254
49,True,1.0,3.148231448536266,1.0,1.0,3.175,7,40,160,254
50,True,1.0,1.8570947812984364,1.0,1.0,3.175,7,40,160,254
51,True,1.0,4.215028950130721,1.0,1.0,3.175,7,40,160,254
52,True,1.0,2.155519174973667,1.0,1.0,3.175,7,40,160,254
53,True,1.0,2.882086387199514,1.0,1.0,3.175,7,40,160,254
54,True,1.0,1.5862428404683981,1.0,1.0,3.175,7,40,160,254
55,True,1.0,4.2486948776559395,1.0,1.0,3.175,7,40,160,254
56,True,1.0,2.346604269083085,1.0,1.0,3.175,7,40,160,254
57,True,1.0,1.9905415465552327,1.0,1.0,3.175,7,40,160,254
58,True,1.0,3.1227324215066625,1.0,1.0,3.175,7,40,160,254
59,True,1.0,2.2867108001479126,1.0,1.0,3.175,7,40,160,254
60,True,1.0,3.413991922114124,1.0,1.0,3.175,7,40,160,254
61,True,1.0,2.6275744741116185,1.0,1.0,3.175,7,40,160,254
62,True,1.0,1.8810316089288153,1.0,1.0,3.175,7,40,160,254
63,True,1.0,3.6005462336959684,1.0,1.0,3.175,7,40,160,254
64,True,1.0,2.4002387046795253,1.0,1.0,3.175,7,40,160,254
65,True,1.0,2.6470321118937457,1.0,1.0,3.175,7,40,160,254
66,True,1.0,3.3803243728750423,1.0,1.0,3.175,7,40,160,254
67,True,1.0,2.1969988427106193,1.0,1.0,3.175,7,40,160,254
68,True,1.0,3.0231801908274964,1.0,1.0,3.175,7,40,160,254
69,True,1.0,2.4412543189306035,1.0,1.0,3.175,7,40,160,254
70,True,1.0,1.8506840746005384,1.0,1.0,3.175,7,40,160,254
71,True,1.0,3.581846096194348,1.0,1.0,3.175,7,40,160,254
72,True,1.0,2.095709095080129,1.0,1.0,3.175,7,40,160,254
73,True,1.0,2.810204383777932,1.0,1.0,3.175,7,40,160,254
74,True,1.0,1.9996661575104147,1.0,1.0,3.175,7,40,160,254
75,True,1.0,1.1324510847334133,1.0,1.0,3.175,7,40,160,254
76,True,1.0,3.623986667294199,1.0,1.0,3.175,7,40,160,254
77,True,1.0,2.9763531960895273,1.0,1.0,3.175,7,40,160,254
78,True,1.0,1.4759349930766223,1.0,1.0,3.175,7,40,160,254
79,True,1.0,3.340849047524439,1.0,1.0,3.175,7,40,160,254
80,True,1.0,4.00670195717557,1.0,1.0,3.175,7,40,160,254
81,True,1.0,3.7028901260888825,1.0,1.0,3.175,7,40,160,254
82,True,1.0,2.777038059748558,1.0,1.0,3.175,7,40,160,254
83,True,1.0,2.357744958856505,1.0,1.0,3.175,7,40,160,254
84,True,1.0,2.102590019863265,1.0,1.0,3.175,7,40,160,254
85,True,1.0,2.580351693759561,1.0,1.0,3.175,7,40,160,254
86,True,1.0,2.167047975064616,1.0,1.0,3.175,7,40,160,254
87,True,1.0,2.700913068809036,1.0,1.0,3.175,7,40,160,254
88,True,1.0,3.086716513448603,1.0,1.0,3.175,7,40,160,254
89,True,1.0,2.0799181242037212,1.0,1.0,3.175,7,40,160,254
90,True,1.0,3.6469419037869626,1.0,1.0,3.175,7,40,160,254
91,True,1.0,1.982366317142125,1.0,1.0,3.175,7,40,160,254
92,True,1.0,1.9201147090007702,1.0,1.0,3.175,7,40,160,254
93,True,1.0,3.9622139943535695,1.0,1.0,3.175,7,40,160,254
94,True,1.0,1.0101652377738732,1.0,1.0,3.175,7,40,160,254
95,True,1.0,2.4133600973551697,1.0,1.0,3.175,7,40,160,254
96,True,1.0,1.877387243771274,1.0,1.0,3.175,7,40,160,254
97,True,1.0,2.686535103473716,1.0,1.0,3.175,7,40,160,254
98,True,1.0,3.2631212736522826,1.0,1.0,3.175,7,40,160,254
99,True,1.0,3.118420639951282,1.0,1.0,3.175,7,40,160,254
100,True,1.0,1.6595859041747945,1.0,1.0,3.175,7,40,160,254
101,True,1.0,1.9391858853421349,1.0,1.0,3.175,7,40,160,254
102,True,1.0,1.1848084682202171,1.0,1.0,3.175,7,40,160,254
103,True,1.0,3.500588900379018,1.0,1.0,3.175,7,40,160,254
104,True,1.0,3.0979196909221036,1.0,1.0,3.175,7,40,160,254
105,True,1.0,2.5302043737004603,1.0,1.0,3.175,7,40,160,254
106,True,1.0,2.460716308588512,1.0,1.0,3.175,7,40,160,254
107,True,1.0,2.8447041962626542,1.0,1.0,3.175,7,40,160,254
108,True,1.0,2.566283897934429,1.0,1.0,3.175,7,40,160,254
109,True,1.0,2.5689438917684795,1.0,1.0,3.175,7,40,160,254
110,True,1.0,2.7122844779812385,1.0,1.0,3.175,7,40,160,254
111,True,1.0,2.2297985002981284,1.0,1.0,3.175,7,40,160,254
112,True,1.0,3.938254279158616,1.0,1.0,3.175,7,40,160,254
113,True,1.0,2.9196653812345392,1.0,1.0,3.175,7,40,160,254
114,True,1.0,3.0269201123626837,1.0,1.0,3.175,7,40,160,254
115,True,1.0,1.8926847560956,1.0,1.0,3.175,7,40,160,254
116,True,1.0,2.2110716138181656,1.0,1.0,3.175,7,40,160,254
117,True,1.0,2.9797125260862423,1.0,1.0,3.175,7,40,160,254
118,True,1.0,2.6029089116066264,1.0,1.0,3.175,7,40,160,254
119,True,1.0,2.288574643590887,1.0,1.0,3.175,7,40,160,254
120,True,1.0,3.2089719528211162,1.0,1.0,3.175,7,40,160,254
121,True,1.0,1.6554484903148132,1.0,1.0,3.175,7,40,160,254
122,True,1.0,2.88323276234235,1.0,1.0,3.175,7,40,160,254
123,True,1.0,2.614520468495864,1.0,1.0,3.175,7,40,160,254
124,True,1.0,2.6790623197151286,1.0,1.0,3.175,7,40,160,254
125,True,1.0,2.700143114559104,1.0,1.0,3.175,7,40,160,254
126,True,1.0,3.2840683453567867,1.0,1.0,3.175,7,40,160,254
127,True,1.0,1.3399806076157923,1.0,1.0,3.175,7,40,160,254
128,True,1.0,2.3546824413157834,1.0,1.0,3.175,7,40,160,254
129,True,1.0,2.5882529276977344,1.0,1.0,3.175,7,40,160,254
130,True,1.0,2.601968013300979,1.0,1.0,3.175,7,40,160,254
131,True,1.0,1.9515156272880716,1.0,1.0,3.175,7,40,160,254
132,True,1.0,2.234705340466047,1.0,1.0,3.175,7,40,160,254
133,True,1.0,3.6381894340110663,1.0,1.0,3.175,7,40,160,254
134,True,1.0,2.600875577650278,1.0,1.0,3.175,7,40,160,254
135,True,1.0,3.0156843069702632,1.0,1.0,3.175,7,40,160,254
136,True,1.0,2.6157659635730606,1.0,1.0,3.175,7,40,160,254
137,True,1.0,2.423784805704437,1.0,1.0,3.175,7,40,160,254
138,True,1.0,1.3076075464949917,1.0,1.0,3.175,7,40,160,254
139,True,1.0,3.9214953133970862,1.0,1.0,3.175,7,40,160,254
140,True,1.0,1.2011888929680816,1.0,1.0,3.175,7,40,160,254
141,True,1.0,0.9201680641195528,1.0,1.0,3.175,7,40,160,254
142,True,1.0,2.477313249708463,1.0,1.0,3.175,7,40,160,254
143,True,1.0,2.093529491018772,1.0,1.0,3.175,7,40,160,254
144,True,1.0,3.102062477886281,1.0,1.0,3.175,7,40,160,254
145,True,1.0,3.164765929386719,1.0,1.0,3.175,7,40,160,254
146,True,1.0,2.733985842916141,1.0,1.0,3.175,7,40,160,254
147,True,1.0,3.233791879090327,1.0,1.0,3.175,7,40,160,254
148,True,1.0,3.54093041510386,1.0,1.0,3.175,7,40,160,254
149,True,1.0,1.3777896234641849,1.0,1.0,3.175,7,40,160,254
150,True,1.0,2.0854442166544915,1.0,1.0,3.175,7,40,160,254
151,True,1.0,3.0049174959410094,1.0,1.0,3.175,7,40,160,254
152,True,1.0,4.150212048477745,1.0,1.0,3.175,7,40,160,254
153,True,1.0,3.235152569522317,1.0,1.0,3.175,7,40,160,254
154,True,1.0,1.5578759515087792,1.0,1.0,3.175,7,40,160,254
155,True,1.0,3.460454767693434,1.0,1.0,3.175,7,40,160,254
156,True,1.0,2.410450421890526,1.0,1.0,3.175,7,40,160,254
157,True,1.0,2.714877529845203,1.0,1.0,3.175,7,40,160,254
158,True,1.0,1.7304322460314718,1.0,1.0,3.175,7,40,160,254
159,True,1.0,2.592054476484226,1.0,1.0,3.175,7,40,160,254
