node,samplewise_robust,collective_robust,feature_norm,accuracy_samplewise,accuracy_collective,avg_test_degree,test_feature_dim,test_ntk_rank,n_test_nodes,n_test_edges
104,False,0.0,3.0979196909221036,0.00625,0.4875,3.175,7,40,160,254
105,False,0.0,2.5302043737004603,0.00625,0.4875,3.175,7,40,160,254
106,False,0.0,2.460716308588512,0.00625,0.4875,3.175,7,40,160,254
107,False,0.0,2.8447041962626542,0.00625,0.4875,3.175,7,40,160,254
108,False,0.0,2.566283897934429,0.00625,0.4875,3.175,7,40,160,254
109,False,0.0,2.5689438917684795,0.00625,0.4875,3.175,7,40,160,254
110,False,0.0,2.7122844779812385,0.00625,0.4875,3.175,7,40,160,254
111,False,0.0,2.2297985002981284,0.00625,0.4875,3.175,7,40,160,254
112,False,0.0,3.938254279158616,0.00625,0.4875,3.175,7,40,160,254
113,False,0.0,2.9196653812345392,0.00625,0.4875,3.175,7,40,160,254
114,False,0.0,3.0269201123626837,0.00625,0.4875,3.175,7,40,160,254
115,False,0.0,1.8926847560956,0.00625,0.4875,3.175,7,40,160,254
116,False,0.0,2.2110716138181656,0.00625,0.4875,3.175,7,40,160,254
117,False,0.0,2.9797125260862423,0.00625,0.4875,3.175,7,40,160,254
118,False,0.0,2.6029089116066264,0.00625,0.4875,3.175,7,40,160,254
119,False,1.0,2.288574643590887,0.00625,0.4875,3.175,7,40,160,254
120,False,0.0,3.2089719528211162,0.00625,0.4875,3.175,7,40,160,254
121,False,0.0,1.6554484903148132,0.00625,0.4875,3.175,7,40,160,254
122,False,0.0,2.88323276234235,0.00625,0.4875,3.175,7,40,160,254
123,False,1.0,2.614520468495864,0.00625,0.4875,3.175,7,40,160,254
124,False,0.0,2.6790623197151286,0.00625,0.4875,3.175,7,40,160,254
125,False,0.0,2.700143114559104,0.00625,0.4875,3.175,7,40,160,254
126,False,0.0,3.2840683453567867,0.00625,0.4875,3.175,7,40,160,254
127,False,0.0,1.3399806076157923,0.00625,0.4875,3.175,7,40,160,254
128,False,0.0,2.3546824413157834,0.00625,0.4875,3.175,7,40,160,254
129,False,0.0,2.5882529276977344,0.00625,0.4875,3.175,7,40,160,254
130,False,0.0,2.601968013300979,0.00625,0.4875,3.175,7,40,160,254
131,False,0.0,1.9515156272880716,0.00625,0.4875,3.175,7,40,160,254
132,False,0.0,2.234705340466047,0.00625,0.4875,3.175,7,40,160,254
133,False,0.0,3.6381894340110663,0.00625,0.4875,3.175,7,40,160,254
134,False,0.0,2.600875577650278,0.00625,0.4875,3.175,7,40,160,254
135,False,0.0,3.0156843069702632,0.00625,0.4875,3.175,7,40,160,254
136,False,1.0,2.6157659635730606,0.00625,0.4875,3.175,7,40,160,254
137,False,0.0,2.423784805704437,0.00625,0.4875,3.175,7,40,160,254
138,False,1.0,1.3076075464949917,0.00625,0.4875,3.175,7,40,160,254
139,False,0.0,3.9214953133970862,0.00625,0.4875,3.175,7,40,160,254
140,False,0.0,1.2011888929680816,0.00625,0.4875,3.175,7,40,160,254
141,False,0.0,0.9201680641195528,0.00625,0.4875,3.175,7,40,160,254
142,False,1.0,2.477313249708463,0.00625,0.4875,3.175,7,40,160,254
143,False,0.0,2.093529491018772,0.00625,0.4875,3.175,7,40,160,254
144,False,0.0,3.102062477886281,0.00625,0.4875,3.175,7,40,160,254
145,False,1.0,3.164765929386719,0.00625,0.4875,3.175,7,40,160,254
146,False,0.0,2.733985842916141,0.00625,0.4875,3.175,7,40,160,254
147,False,0.0,3.233791879090327,0.00625,0.4875,3.175,7,40,160,254
148,False,0.0,3.54093041510386,0.00625,0.4875,3.175,7,40,160,254
149,False,0.0,1.3777896234641849,0.00625,0.4875,3.175,7,40,160,254
150,False,0.0,2.0854442166544915,0.00625,0.4875,3.175,7,40,160,254
151,False,0.0,3.0049174959410094,0.00625,0.4875,3.175,7,40,160,254
152,False,0.0,4.150212048477745,0.00625,0.4875,3.175,7,40,160,254
153,False,0.0,3.235152569522317,0.00625,0.4875,3.175,7,40,160,254
154,False,0.0,1.5578759515087792,0.00625,0.4875,3.175,7,40,160,254
155,False,0.0,3.460454767693434,0.00625,0.4875,3.175,7,40,160,254
156,False,0.0,2.410450421890526,0.00625,0.4875,3.175,7,40,160,254
157,True,1.0,2.714877529845203,0.00625,0.4875,3.175,7,40,160,254
158,False,0.0,1.7304322460314718,0.00625,0.4875,3.175,7,40,160,254
159,False,0.0,2.592054476484226,0.00625,0.4875,3.175,7,40,160,254
