node,samplewise_robust,collective_robust,feature_norm,accuracy_samplewise,accuracy_collective,avg_test_degree,test_feature_dim,test_ntk_rank,n_test_nodes,n_test_edges
73,True,1.0,2.810204383777932,0.7875,0.8875,3.175,7,40,160,254
74,False,1.0,1.9996661575104147,0.7875,0.8875,3.175,7,40,160,254
75,True,1.0,1.1324510847334133,0.7875,0.8875,3.175,7,40,160,254
76,False,0.0,3.623986667294199,0.7875,0.8875,3.175,7,40,160,254
77,True,1.0,2.9763531960895273,0.7875,0.8875,3.175,7,40,160,254
78,True,1.0,1.4759349930766223,0.7875,0.8875,3.175,7,40,160,254
79,False,1.0,3.340849047524439,0.7875,0.8875,3.175,7,40,160,254
80,True,1.0,4.00670195717557,0.7875,0.8875,3.175,7,40,160,254
81,True,1.0,3.7028901260888825,0.7875,0.8875,3.175,7,40,160,254
82,True,1.0,2.777038059748558,0.7875,0.8875,3.175,7,40,160,254
83,True,1.0,2.357744958856505,0.7875,0.8875,3.175,7,40,160,254
84,True,1.0,2.102590019863265,0.7875,0.8875,3.175,7,40,160,254
85,True,1.0,2.580351693759561,0.7875,0.8875,3.175,7,40,160,254
86,False,0.0,2.167047975064616,0.7875,0.8875,3.175,7,40,160,254
87,True,1.0,2.700913068809036,0.7875,0.8875,3.175,7,40,160,254
88,True,1.0,3.086716513448603,0.7875,0.8875,3.175,7,40,160,254
89,False,0.0,2.0799181242037212,0.7875,0.8875,3.175,7,40,160,254
90,True,1.0,3.6469419037869626,0.7875,0.8875,3.175,7,40,160,254
91,True,1.0,1.982366317142125,0.7875,0.8875,3.175,7,40,160,254
92,True,1.0,1.9201147090007702,0.7875,0.8875,3.175,7,40,160,254
93,True,1.0,3.9622139943535695,0.7875,0.8875,3.175,7,40,160,254
94,True,1.0,1.0101652377738732,0.7875,0.8875,3.175,7,40,160,254
95,True,1.0,2.4133600973551697,0.7875,0.8875,3.175,7,40,160,254
96,False,0.0,1.877387243771274,0.7875,0.8875,3.175,7,40,160,254
97,False,0.0,2.686535103473716,0.7875,0.8875,3.175,7,40,160,254
98,True,1.0,3.2631212736522826,0.7875,0.8875,3.175,7,40,160,254
99,False,0.0,3.118420639951282,0.7875,0.8875,3.175,7,40,160,254
100,True,1.0,1.6595859041747945,0.7875,0.8875,3.175,7,40,160,254
101,True,1.0,1.9391858853421349,0.7875,0.8875,3.175,7,40,160,254
102,True,1.0,1.1848084682202171,0.7875,0.8875,3.175,7,40,160,254
103,True,1.0,3.500588900379018,0.7875,0.8875,3.175,7,40,160,254
104,True,1.0,3.0979196909221036,0.7875,0.8875,3.175,7,40,160,254
105,True,1.0,2.5302043737004603,0.7875,0.8875,3.175,7,40,160,254
106,True,1.0,2.460716308588512,0.7875,0.8875,3.175,7,40,160,254
107,True,1.0,2.8447041962626542,0.7875,0.8875,3.175,7,40,160,254
108,True,1.0,2.566283897934429,0.7875,0.8875,3.175,7,40,160,254
109,True,1.0,2.5689438917684795,0.7875,0.8875,3.175,7,40,160,254
110,False,1.0,2.7122844779812385,0.7875,0.8875,3.175,7,40,160,254
111,True,1.0,2.2297985002981284,0.7875,0.8875,3.175,7,40,160,254
112,False,1.0,3.938254279158616,0.7875,0.8875,3.175,7,40,160,254
113,True,1.0,2.9196653812345392,0.7875,0.8875,3.175,7,40,160,254
114,True,1.0,3.0269201123626837,0.7875,0.8875,3.175,7,40,160,254
115,False,1.0,1.8926847560956,0.7875,0.8875,3.175,7,40,160,254
116,True,1.0,2.2110716138181656,0.7875,0.8875,3.175,7,40,160,254
117,True,1.0,2.9797125260862423,0.7875,0.8875,3.175,7,40,160,254
118,True,1.0,2.6029089116066264,0.7875,0.8875,3.175,7,40,160,254
119,False,0.0,2.288574643590887,0.7875,0.8875,3.175,7,40,160,254
120,True,1.0,3.2089719528211162,0.7875,0.8875,3.175,7,40,160,254
121,True,1.0,1.6554484903148132,0.7875,0.8875,3.175,7,40,160,254
122,True,1.0,2.88323276234235,0.7875,0.8875,3.175,7,40,160,254
123,True,1.0,2.614520468495864,0.7875,0.8875,3.175,7,40,160,254
124,False,1.0,2.6790623197151286,0.7875,0.8875,3.175,7,40,160,254
125,True,1.0,2.700143114559104,0.7875,0.8875,3.175,7,40,160,254
126,True,1.0,3.2840683453567867,0.7875,0.8875,3.175,7,40,160,254
127,False,1.0,1.3399806076157923,0.7875,0.8875,3.175,7,40,160,254
128,True,1.0,2.3546824413157834,0.7875,0.8875,3.175,7,40,160,254
129,True,1.0,2.5882529276977344,0.7875,0.8875,3.175,7,40,160,254
130,True,1.0,2.601968013300979,0.7875,0.8875,3.175,7,40,160,254
131,True,1.0,1.9515156272880716,0.7875,0.8875,3.175,7,40,160,254
132,False,1.0,2.234705340466047,0.7875,0.8875,3.175,7,40,160,254
133,True,1.0,3.6381894340110663,0.7875,0.8875,3.175,7,40,160,254
134,True,1.0,2.600875577650278,0.7875,0.8875,3.175,7,40,160,254
135,True,1.0,3.0156843069702632,0.7875,0.8875,3.175,7,40,160,254
136,False,0.0,2.6157659635730606,0.7875,0.8875,3.175,7,40,160,254
137,True,1.0,2.423784805704437,0.7875,0.8875,3.175,7,40,160,254
138,False,0.0,1.3076075464949917,0.7875,0.8875,3.175,7,40,160,254
139,True,1.0,3.9214953133970862,0.7875,0.8875,3.175,7,40,160,254
140,True,1.0,1.2011888929680816,0.7875,0.8875,3.175,7,40,160,254
141,True,1.0,0.9201680641195528,0.7875,0.8875,3.175,7,40,160,254
142,False,0.0,2.477313249708463,0.7875,0.8875,3.175,7,40,160,254
143,True,1.0,2.093529491018772,0.7875,0.8875,3.175,7,40,160,254
144,True,1.0,3.102062477886281,0.7875,0.8875,3.175,7,40,160,254
145,False,0.0,3.164765929386719,0.7875,0.8875,3.175,7,40,160,254
146,True,1.0,2.733985842916141,0.7875,0.8875,3.175,7,40,160,254
147,True,1.0,3.233791879090327,0.7875,0.8875,3.175,7,40,160,254
148,True,1.0,3.54093041510386,0.7875,0.8875,3.175,7,40,160,254
149,False,1.0,1.3777896234641849,0.7875,0.8875,3.175,7,40,160,254
150,True,1.0,2.0854442166544915,0.7875,0.8875,3.175,7,40,160,254
151,False,1.0,3.0049174959410094,0.7875,0.8875,3.175,7,40,160,254
152,True,1.0,4.150212048477745,0.7875,0.8875,3.175,7,40,160,254
153,True,1.0,3.235152569522317,0.7875,0.8875,3.175,7,40,160,254
154,True,1.0,1.5578759515087792,0.7875,0.8875,3.175,7,40,160,254
155,True,1.0,3.460454767693434,0.7875,0.8875,3.175,7,40,160,254
156,True,1.0,2.410450421890526,0.7875,0.8875,3.175,7,40,160,254
157,True,1.0,2.714877529845203,0.7875,0.8875,3.175,7,40,160,254
158,True,1.0,1.7304322460314718,0.7875,0.8875,3.175,7,40,160,254
159,True,1.0,2.592054476484226,0.7875,0.8875,3.175,7,40,160,254
