seed,accuracy_test,accuracy_trn,accuracy_cert_pois_robust,delta,runtime
Seed 0,0.8833333253860474,1.0,0.9666666666666667,,0.08
Seed 1,0.8555555939674377,0.9000000357627869,0.9166666666666666,,0.1
Seed 2,0.8277778029441833,0.949999988079071,0.95,,0.16
Seed 3,0.8833333253860474,1.0,0.95,,0.08
Seed 4,0.8555555939674377,0.949999988079071,0.8888888888888888,,0.08
