seed,accuracy_test,accuracy_trn,accuracy_cert_pois_robust,delta,runtime
Seed 0,0.8388888835906982,1.0,0.5777777777777777,,8.01
Seed 1,0.8333333730697632,0.949999988079071,0.16110691025984888,,3.21
Seed 2,0.8611111044883728,0.9000000357627869,0.1,,1.83
Seed 3,0.7833333611488342,0.800000011920929,0.08333333333333333,,1.53
Seed 4,0.8666666746139526,0.800000011920929,0.18333333333333332,,2.64
