seed,accuracy_test,accuracy_trn,accuracy_cert_pois_robust,delta,runtime
Seed 0,0.8833333253860474,1.0,0.9444444444444444,,0.64
Seed 1,0.8555555939674377,0.9000000357627869,0.8555555555555555,,0.62
Seed 2,0.8277778029441833,0.949999988079071,0.9,,0.5
Seed 3,0.8833333253860474,1.0,0.9333333333333333,,0.78
Seed 4,0.8555555939674377,0.949999988079071,0.8111111111111111,,0.48
