seed,accuracy_test,accuracy_trn,accuracy_cert_pois_robust,delta,runtime
Seed 0,0.8833333253860474,1.0,0.9,,0.8
Seed 1,0.8555555939674377,0.9000000357627869,0.7888888888888889,,1.3
Seed 2,0.8277778029441833,0.949999988079071,0.8555555555555555,,1.01
Seed 3,0.8833333253860474,1.0,0.8944444444444445,,1.74
Seed 4,0.8555555939674377,0.949999988079071,0.6777777777777778,,0.74
