seed,accuracy_test,accuracy_trn,accuracy_cert_pois_robust,delta,runtime
Seed 0,0.8833333253860474,1.0,0.8222222222222222,,1.33
Seed 1,0.8555555939674377,0.9000000357627869,0.4777777777777778,,1.34
Seed 2,0.8277778029441833,0.949999988079071,0.7388888888888889,,1.72
Seed 3,0.8833333253860474,1.0,0.8333333333333334,,1.41
Seed 4,0.8555555939674377,0.949999988079071,0.4777777777777778,,1.17
